ObjectID,FrameNo,Coordinates
0.34899330139160156,"[1, 2, 3, 4, 5]","[[189.0, 93.0, 241.0, 242.0], [189.0, 93.0, 243.0, 242.0], [189.0, 92.0, 245.0, 243.0], [189.0, 92.0, 245.0, 242.0], [189.0, 92.0, 246.0, 243.0]]"
0.3916666805744171,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[[294.0, 0.0, 388.0, 240.0], [294.0, 0.0, 388.0, 240.0], [295.0, 0.0, 390.0, 239.0], [295.0, 0.0, 390.0, 239.0], [297.0, 0.0, 391.0, 239.0], [298.0, 0.0, 391.0, 239.0], [300.0, 1.0, 391.0, 239.0], [303.0, 2.0, 391.0, 239.0], [304.0, 2.0, 392.0, 239.0]]"
0.3907284736633301,"[6, 7, 8, 9]","[[189.0, 93.0, 248.0, 244.0], [190.0, 93.0, 249.0, 244.0], [191.0, 94.0, 249.0, 243.0], [192.0, 95.0, 250.0, 243.0]]"
